Date,Open,High,Low,Close,Adj Close,Volume
2022-08-12,2980.000000,3010.000000,2980.000000,2990.000000,2989.958252,980400
2022-08-15,2990.000000,3010.000000,2980.000000,3000.000000,2999.958252,315500
2022-08-16,3000.000000,3000.000000,2980.000000,2990.000000,2989.958252,323800
2022-08-18,3000.000000,3020.000000,2990.000000,3000.000000,2999.958252,548500
2022-08-19,3000.000000,3000.000000,2990.000000,2990.000000,2989.958252,177500
2022-08-22,2990.000000,3000.000000,2960.000000,2980.000000,2979.958496,1274100
2022-08-23,2980.000000,2980.000000,2960.000000,2970.000000,2969.958496,243500
2022-08-24,2970.000000,3080.000000,2950.000000,3060.000000,3059.957275,1708900
2022-08-25,3060.000000,3070.000000,3050.000000,3060.000000,3059.957275,4380400
2022-08-26,3060.000000,3080.000000,3050.000000,3070.000000,3069.957275,6940000
2022-08-29,3070.000000,3120.000000,3060.000000,3100.000000,3099.956787,1345900
2022-08-30,3100.000000,3100.000000,3080.000000,3080.000000,3079.957031,1028700
2022-08-31,3100.000000,3100.000000,3080.000000,3090.000000,3089.956787,982500
2022-09-01,3100.000000,3120.000000,3080.000000,3100.000000,3099.956787,3431300
2022-09-02,3100.000000,3120.000000,3090.000000,3110.000000,3109.956543,1962900
2022-09-05,3110.000000,3110.000000,3090.000000,3110.000000,3109.956543,555800
2022-09-06,3120.000000,3120.000000,3090.000000,3110.000000,3109.956543,704800
2022-09-07,3110.000000,3110.000000,3090.000000,3100.000000,3099.956787,977300
2022-09-08,3110.000000,3110.000000,3080.000000,3090.000000,3089.956787,4177500
2022-09-09,3090.000000,3100.000000,3080.000000,3090.000000,3089.956787,1015400
2022-09-12,3100.000000,3100.000000,3090.000000,3090.000000,3089.956787,521700
2022-09-13,3090.000000,3100.000000,3090.000000,3090.000000,3089.956787,1459300
2022-09-14,3090.000000,3100.000000,3080.000000,3090.000000,3089.956787,893900
2022-09-15,3090.000000,3100.000000,3090.000000,3090.000000,3089.956787,1048800
2022-09-16,3100.000000,3100.000000,3090.000000,3090.000000,3089.956787,1050900
2022-09-19,3100.000000,3100.000000,3090.000000,3100.000000,3099.956787,1119600
2022-09-20,3100.000000,3100.000000,3080.000000,3090.000000,3089.956787,10632200
2022-09-21,3090.000000,3100.000000,3090.000000,3100.000000,3099.956787,386400
2022-09-22,3100.000000,3100.000000,2980.000000,3070.000000,3069.957275,577500
2022-09-23,3080.000000,3080.000000,3020.000000,3080.000000,3079.957031,435100
2022-09-26,3070.000000,3100.000000,3060.000000,3080.000000,3079.957031,574500
2022-09-27,3070.000000,3080.000000,3000.000000,3050.000000,3049.957520,533700
2022-09-28,3030.000000,3030.000000,2910.000000,2970.000000,2969.958496,1199800
2022-09-29,2970.000000,3000.000000,2880.000000,2900.000000,2899.959473,1442600
2022-09-30,2900.000000,2900.000000,2720.000000,2730.000000,2729.961914,1045300
2022-10-03,2730.000000,2990.000000,2730.000000,2960.000000,2959.958740,842800
2022-10-04,2960.000000,3040.000000,2960.000000,3010.000000,3009.958008,454600
2022-10-05,3010.000000,3040.000000,3000.000000,3010.000000,3009.958008,246400
2022-10-06,3000.000000,3010.000000,2970.000000,3010.000000,3009.958008,548900
2022-10-07,3010.000000,3010.000000,2980.000000,3010.000000,3009.958008,359600
2022-10-10,2980.000000,2980.000000,2890.000000,2930.000000,2929.959229,467000
2022-10-11,2930.000000,3000.000000,2900.000000,2950.000000,2949.958740,432100
2022-10-12,2940.000000,3000.000000,2910.000000,2990.000000,2989.958252,316700
2022-10-13,2990.000000,3000.000000,2940.000000,2940.000000,2939.958984,260500
2022-10-14,2940.000000,2940.000000,2910.000000,2910.000000,2909.959473,141400
2022-10-17,2910.000000,2930.000000,2880.000000,2890.000000,2889.959717,219900
2022-10-18,2890.000000,2930.000000,2880.000000,2890.000000,2889.959717,58200
2022-10-19,2880.000000,2930.000000,2790.000000,2890.000000,2889.959717,78200
2022-10-20,2890.000000,2890.000000,2800.000000,2850.000000,2849.960205,77300
2022-10-21,2850.000000,2890.000000,2850.000000,2860.000000,2859.960205,74000
2022-10-24,2860.000000,2870.000000,2830.000000,2860.000000,2859.960205,141900
2022-10-25,2860.000000,2870.000000,2840.000000,2860.000000,2859.960205,85900
2022-10-26,2860.000000,2880.000000,2810.000000,2870.000000,2869.959961,92500
2022-10-27,2870.000000,2870.000000,2840.000000,2870.000000,2869.959961,131900
2022-10-28,2890.000000,2990.000000,2870.000000,2910.000000,2909.959473,172000
2022-10-31,2950.000000,2980.000000,2910.000000,2960.000000,2959.958740,198800
2022-11-01,2960.000000,2970.000000,2870.000000,2870.000000,2869.959961,91900
2022-11-02,2870.000000,2960.000000,2870.000000,2960.000000,2959.958740,209100
2022-11-03,2960.000000,2960.000000,2900.000000,2920.000000,2919.959229,41800
2022-11-04,2920.000000,2930.000000,2890.000000,2930.000000,2929.959229,45800
2022-11-07,2930.000000,2930.000000,2890.000000,2910.000000,2909.959473,204000
2022-11-08,2920.000000,3000.000000,2900.000000,2950.000000,2949.958740,238100
2022-11-09,2950.000000,3000.000000,2920.000000,2940.000000,2939.958984,138300
2022-11-10,2930.000000,2930.000000,2900.000000,2930.000000,2929.959229,91900
2022-11-11,2910.000000,2940.000000,2890.000000,2920.000000,2919.959229,165800
2022-11-14,2950.000000,3300.000000,2910.000000,3260.000000,3259.954590,2219400
2022-11-15,3260.000000,3300.000000,3170.000000,3180.000000,3179.955566,786300
2022-11-16,3180.000000,3200.000000,3100.000000,3140.000000,3139.956299,392300
2022-11-17,3120.000000,3190.000000,3030.000000,3160.000000,3159.955811,175800
2022-11-18,3160.000000,3240.000000,3100.000000,3210.000000,3209.955322,376400
2022-11-21,3210.000000,3220.000000,3150.000000,3210.000000,3209.955322,105900
2022-11-22,3210.000000,3210.000000,3170.000000,3200.000000,3199.955322,509600
2022-11-23,3200.000000,3200.000000,3190.000000,3200.000000,3199.955322,214500
2022-11-24,3260.000000,3280.000000,3220.000000,3250.000000,3249.954590,650500
2022-11-25,3270.000000,3280.000000,3250.000000,3260.000000,3259.954590,453900
2022-11-28,3260.000000,3370.000000,3260.000000,3300.000000,3299.953857,483500
2022-11-29,3300.000000,3370.000000,3290.000000,3370.000000,3369.952881,1133200
2022-11-30,3380.000000,3590.000000,3380.000000,3590.000000,3589.949951,1395800
2022-12-01,3600.000000,4030.000000,3600.000000,3830.000000,3829.946533,1420200
2022-12-02,3860.000000,3950.000000,3750.000000,3800.000000,3799.947021,506700
2022-12-05,3800.000000,3820.000000,3700.000000,3700.000000,3699.948486,800000
2022-12-06,3700.000000,3890.000000,3700.000000,3890.000000,3889.945801,323600
2022-12-07,3900.000000,4280.000000,3900.000000,4120.000000,4119.942383,1330300
2022-12-08,4150.000000,4340.000000,4000.000000,4080.000000,4079.943115,899100
2022-12-09,4080.000000,4180.000000,4000.000000,4070.000000,4069.943115,185400
2022-12-12,4070.000000,4070.000000,4000.000000,4010.000000,4009.944092,353200
2022-12-13,4010.000000,4150.000000,4000.000000,4030.000000,4029.943848,279400
2022-12-14,4050.000000,4100.000000,3980.000000,3980.000000,3979.944580,689200
2022-12-15,4000.000000,4010.000000,3980.000000,3990.000000,3989.944336,313100
2022-12-16,4010.000000,4080.000000,4000.000000,4020.000000,4019.943848,117400
2022-12-19,4020.000000,4020.000000,3990.000000,3990.000000,3989.944336,243200
2022-12-20,4000.000000,4050.000000,4000.000000,4050.000000,4049.943604,266000
2022-12-21,4050.000000,4050.000000,4000.000000,4000.000000,3999.944092,92100
2022-12-22,4000.000000,4030.000000,4000.000000,4030.000000,4029.943848,85700
2022-12-23,4050.000000,4640.000000,4050.000000,4520.000000,4519.937012,1375800
2022-12-26,4550.000000,4600.000000,4320.000000,4380.000000,4379.938965,325600
2022-12-27,4400.000000,4580.000000,4370.000000,4470.000000,4469.937500,518300
2022-12-28,4470.000000,4520.000000,4370.000000,4480.000000,4479.937500,332900
2022-12-29,4480.000000,4500.000000,4330.000000,4330.000000,4329.939453,1237200
2022-12-30,4350.000000,4450.000000,4330.000000,4330.000000,4329.939453,946600
2023-01-02,4330.000000,4450.000000,4260.000000,4280.000000,4279.940430,553400
2023-01-03,4230.000000,4380.000000,4230.000000,4330.000000,4329.939453,1044000
2023-01-04,4390.000000,4410.000000,4290.000000,4340.000000,4339.939453,1021400
2023-01-05,4370.000000,4370.000000,4160.000000,4160.000000,4159.941895,824400
2023-01-06,4150.000000,4240.000000,4110.000000,4190.000000,4189.941406,1228800
2023-01-09,4200.000000,4260.000000,4150.000000,4230.000000,4229.940918,1099200
2023-01-10,4230.000000,4280.000000,4180.000000,4230.000000,4229.940918,745800
2023-01-11,4230.000000,4250.000000,4210.000000,4240.000000,4239.940918,1130200
2023-01-12,4240.000000,4300.000000,4200.000000,4240.000000,4239.940918,1323300
2023-01-13,4240.000000,4240.000000,4190.000000,4190.000000,4189.941406,1307300
2023-01-16,4190.000000,4190.000000,4110.000000,4140.000000,4139.942383,1195600
2023-01-17,4140.000000,4150.000000,4120.000000,4140.000000,4139.942383,1284000
2023-01-18,4200.000000,4460.000000,4200.000000,4350.000000,4349.939453,1113600
2023-01-19,4400.000000,4400.000000,4270.000000,4270.000000,4269.940430,928700
2023-01-20,4270.000000,4370.000000,4270.000000,4280.000000,4279.940430,1197800
2023-01-24,4400.000000,4590.000000,4400.000000,4590.000000,4589.936035,1277700
2023-01-25,4660.000000,4930.000000,4660.000000,4930.000000,4929.931152,1365900
2023-01-26,5000.000000,5250.000000,5000.000000,5075.000000,5074.929199,1350900
2023-01-27,5075.000000,5200.000000,5000.000000,5100.000000,5099.928711,1073400
2023-01-30,5100.000000,5250.000000,5075.000000,5125.000000,5124.928711,978500
2023-01-31,5200.000000,5200.000000,5025.000000,5100.000000,5099.928711,1003900
2023-02-01,5250.000000,5350.000000,4950.000000,4970.000000,4969.930664,1320500
2023-02-02,4950.000000,5000.000000,4700.000000,4700.000000,4699.934570,1782100
2023-02-03,4670.000000,4940.000000,4590.000000,4860.000000,4859.932129,1092800
2023-02-06,4860.000000,5100.000000,4860.000000,5100.000000,5099.928711,1320200
2023-02-07,5150.000000,5600.000000,5125.000000,5600.000000,5599.921875,2191700
2023-02-08,5625.000000,5775.000000,5325.000000,5425.000000,5424.924316,1135300
2023-02-09,5425.000000,5600.000000,5250.000000,5525.000000,5524.922852,1368000
2023-02-10,5525.000000,5650.000000,5400.000000,5500.000000,5499.923340,1102600
2023-02-13,5525.000000,5550.000000,5350.000000,5425.000000,5424.924316,981800
2023-02-14,5425.000000,5500.000000,5100.000000,5275.000000,5274.926270,1263600
2023-02-15,5275.000000,5350.000000,5050.000000,5175.000000,5174.927734,1071000
2023-02-16,5175.000000,5400.000000,5125.000000,5225.000000,5224.927246,1139400
2023-02-17,5225.000000,5400.000000,5200.000000,5300.000000,5299.926270,1118700
2023-02-20,5300.000000,5325.000000,5125.000000,5200.000000,5199.927246,1018200
2023-02-21,5175.000000,5275.000000,5050.000000,5050.000000,5049.929688,1113300
2023-02-22,5100.000000,5100.000000,4910.000000,4920.000000,4919.931152,1190800
2023-02-23,4910.000000,4940.000000,4700.000000,4720.000000,4719.934082,1145200
2023-02-24,4720.000000,4980.000000,4700.000000,4960.000000,4959.930664,1328600
2023-02-27,4960.000000,5050.000000,4960.000000,4980.000000,4979.930664,1021500
2023-02-28,4980.000000,5000.000000,4810.000000,4870.000000,4869.932129,1104300
2023-03-01,4870.000000,4990.000000,4800.000000,4820.000000,4819.932617,1107800
2023-03-02,4800.000000,4880.000000,4750.000000,4800.000000,4799.933105,1076400
2023-03-03,4800.000000,4890.000000,4790.000000,4860.000000,4859.932129,1104400
2023-03-06,4860.000000,4890.000000,4800.000000,4870.000000,4869.932129,1120900
2023-03-07,4870.000000,4930.000000,4800.000000,4930.000000,4929.931152,1155800
2023-03-08,4920.000000,4980.000000,4760.000000,4770.000000,4769.933594,1175200
2023-03-09,4800.000000,4830.000000,4790.000000,4800.000000,4799.933105,1070800
2023-03-10,4820.000000,4850.000000,4710.000000,4720.000000,4719.934082,1175200
2023-03-13,4730.000000,4730.000000,4390.000000,4500.000000,4499.937012,1769400
2023-03-14,4500.000000,4500.000000,4250.000000,4310.000000,4309.939941,1293900
2023-03-15,4300.000000,4460.000000,4210.000000,4400.000000,4399.938477,1330700
2023-03-16,4400.000000,4420.000000,4150.000000,4420.000000,4419.938477,1211100
2023-03-17,4420.000000,4440.000000,4330.000000,4440.000000,4439.937988,1305500
2023-03-20,4440.000000,4440.000000,4340.000000,4440.000000,4439.937988,1425800
2023-03-21,4400.000000,4470.000000,4360.000000,4450.000000,4449.937988,1229900
2023-03-24,4450.000000,4890.000000,4400.000000,4850.000000,4849.932129,1073500
2023-03-27,4850.000000,5075.000000,4840.000000,5025.000000,5024.929688,1088700
2023-03-28,5025.000000,5075.000000,4900.000000,4990.000000,4989.930176,1084800
2023-03-29,5000.000000,5025.000000,4860.000000,4970.000000,4969.930664,1196500
2023-03-30,4970.000000,4970.000000,4910.000000,4970.000000,4969.930664,1026800
2023-03-31,4910.000000,5025.000000,4900.000000,4970.000000,4969.930664,1179400
2023-04-03,4960.000000,5000.000000,4660.000000,4660.000000,4659.935059,1254800
2023-04-04,4680.000000,4740.000000,4630.000000,4690.000000,4689.934570,1210800
2023-04-05,4690.000000,4700.000000,4500.000000,4590.000000,4589.936035,982700
2023-04-06,4590.000000,4600.000000,4500.000000,4510.000000,4509.937012,1153800
2023-04-10,4510.000000,4560.000000,4400.000000,4430.000000,4429.937988,1160500
2023-04-11,4430.000000,4630.000000,4360.000000,4630.000000,4629.935547,1169400
2023-04-12,4640.000000,4750.000000,4500.000000,4700.000000,4699.934570,1187000
2023-04-13,4700.000000,4710.000000,4630.000000,4710.000000,4709.934082,1162200
2023-04-14,4700.000000,4780.000000,4670.000000,4770.000000,4769.933594,1328000
2023-04-17,4760.000000,4810.000000,4620.000000,4770.000000,4769.933594,1076700
2023-04-18,4770.000000,4770.000000,4620.000000,4650.000000,4649.935059,1154100
2023-04-26,4750.000000,4750.000000,4500.000000,4550.000000,4549.936523,1265000
2023-04-27,4590.000000,4880.000000,4590.000000,4850.000000,4849.932129,1120400
2023-04-28,4850.000000,4870.000000,4770.000000,4840.000000,4839.932617,1215600
2023-05-02,4860.000000,4860.000000,4690.000000,4730.000000,4729.934082,1129300
2023-05-03,4740.000000,4740.000000,4640.000000,4740.000000,4739.934082,1203800
2023-05-04,4760.000000,4800.000000,4660.000000,4690.000000,4689.934570,1057900
2023-05-05,4700.000000,4700.000000,4580.000000,4580.000000,4579.936035,1051300
2023-05-08,4580.000000,4730.000000,4500.000000,4660.000000,4659.935059,1199100
2023-05-09,4660.000000,4670.000000,4560.000000,4580.000000,4579.936035,1112500
2023-05-10,4600.000000,4750.000000,4600.000000,4730.000000,4729.934082,1100300
2023-05-11,4750.000000,5000.000000,4750.000000,4970.000000,4969.930664,1271500
2023-05-12,4970.000000,5275.000000,4970.000000,5275.000000,5274.926270,1530400
2023-05-15,5300.000000,6000.000000,5275.000000,5850.000000,5849.918457,5936800
2023-05-16,5900.000000,5950.000000,5450.000000,5450.000000,5449.923828,2637100
2023-05-17,5450.000000,5450.000000,5075.000000,5250.000000,5249.926758,3613500
2023-05-19,5250.000000,5375.000000,5100.000000,5300.000000,5299.926270,2614000
2023-05-22,5325.000000,5475.000000,5325.000000,5425.000000,5424.924316,4219700
2023-05-23,5425.000000,5525.000000,5425.000000,5425.000000,5424.924316,3305100
2023-05-24,5425.000000,5500.000000,5325.000000,5500.000000,5499.923340,6183500
2023-05-25,5125.000000,5125.000000,5125.000000,5125.000000,5125.000000,249100
2023-05-26,4770.000000,4770.000000,4770.000000,4770.000000,4770.000000,114500
2023-05-29,4440.000000,4440.000000,4440.000000,4440.000000,4440.000000,180400
2023-05-30,4270.000000,4270.000000,4140.000000,4150.000000,4150.000000,3742100
2023-05-31,4140.000000,4290.000000,4100.000000,4230.000000,4230.000000,2127500
2023-06-05,4230.000000,4230.000000,4120.000000,4130.000000,4130.000000,1603500
2023-06-06,4130.000000,4230.000000,4130.000000,4190.000000,4190.000000,1702900
2023-06-07,4190.000000,4190.000000,4110.000000,4140.000000,4140.000000,1740000
2023-06-08,4140.000000,4140.000000,4000.000000,4000.000000,4000.000000,3936600
2023-06-09,4000.000000,4050.000000,3910.000000,4030.000000,4030.000000,2627600
2023-06-12,3990.000000,4040.000000,3950.000000,4000.000000,4000.000000,2065300
2023-06-13,4000.000000,4020.000000,3800.000000,3800.000000,3800.000000,3206000
2023-06-14,0.000000,0.000000,0.000000,3880.000000,3880.000000,0
